16066118,      The Round House,Louise Erdrich,3.94,981, fiction,438, mystery,425, historical-fiction,234, coming-of-age,212, literary-fiction,167, contemporary
18478016,      Killing Floor,Lee Child,4.05,2126, thriller,1916, fiction,1827, mystery,930, crime,503, suspense,394, mystery-thriller
25893420,      Lilac Girls,Martha Hall Kelly,4.27,4279, historical-fiction,1391, fiction,637, world-war-ii,576, historical,300, war,281, holocaust
15517815,      Redshirts,John Scalzi,3.85,3570, science-fiction,1146, fiction,961, humor,340, audiobook,289, science-fiction-fantasy,230, comedy
77231,      Who Moved My Cheese?,Kenneth H. Blanchard,3.82,2080, non-fiction,1722, self-help,1692, business,522, psychology,381, leadership,318, personal-development
24303304,      Golden Son,Pierce Brown,4.44,2739, science-fiction,1438, fantasy,1052, fiction,1037, dystopia,918, young-adult,306, audiobook
18667059,      Dorothy Must Die,Danielle  Paige,3.81,2566, fantasy,1827, young-adult,723, retellings,480, fiction,315, magic,197, fairy-tales
43812,      Entrevista con el vampiro,Marcelo Covián,4,5708, horror,5418, fantasy,3920, fiction,3421, vampires,1613, paranormal,785, supernatural
25852647,      Eligible,Curtis Sittenfeld,3.61,1427, fiction,996, romance,502, chick-lit,438, contemporary,252, retellings,229, audiobook
13502396,      One Flew Over the Cuckoos Nest,Ken Kesey,4.19,9026, classics,7261, fiction,814, literature,811, psychology,630, novels,430, school
25852870,      Eligible: A Modern Retelling of Pride & Prejudice,Curtis Sittenfeld,3.61,1426, fiction,996, romance,502, chick-lit,438, contemporary,252, retellings,229, audiobook
24734225,      We Should All Be Feminists,Chimamanda Ngozi Adichie,4.44,7520, non-fiction,4974, feminism,1351, essays,457, audiobook,358, politics,347, womens
6479259,      Spirit Bound,Richelle Mead,4.34,3709, young-adult,3117, vampires,2687, fantasy,2024, paranormal,1573, romance,774, urban-fantasy
7912145,      The Friday Night Knitting Club,Kate Jacobs,3.42,1112, fiction,644, chick-lit,263, knitting,143, audiobook,111, contemporary,89, romance
305317,      The Devil Wears Prada,Lauren Weisberger,3.75,3482, chick-lit,2960, fiction,771, contemporary,588, romance,322, adult,305, humor
10494958,      Brisingr,Christopher Paolini,4.05,11325, fantasy,2781, young-adult,1571, fiction,1446, dragons,612, adventure,589, magic
20703470,      El hombre en el castillo,Manuel Figueroa,3.62,4142, science-fiction,3395, fiction,969, alternate-history,942, dystopia,872, classics,638, historical-fiction
21081761,      Annihilation,Jeff VanderMeer,3.71,4035, science-fiction,2713, fiction,2257, horror,1039, fantasy,583, mystery,420, dystopia
22283431,      La sposa silenziosa,Irene Abigail Piccinini,3.31,901, fiction,608, thriller,530, mystery,268, suspense,190, mystery-thriller,173, crime
18138983,      Lets Explore Diabetes with Owls,David Sedaris,3.83,1889, humor,1736, non-fiction,888, essays,848, memoir,584, audiobook,495, short-stories
6658391,      Wintergirls,Laurie Halse Anderson,3.97,2840, young-adult,836, contemporary,825, fiction,594, realistic-fiction,567, mental-health,368, mental-illness
14204,      Gilead,Marilynne Robinson,3.85,3349, fiction,791, historical-fiction,317, religion,294, novels,284, literary-fiction,274, literature
1842,      Guns  Germs  and Steel: The Fates of Human Societies,Jared Diamond,4.03,8946, history,7539, non-fiction,2608, science,1119, anthropology,572, sociology,418, politics
8331320,      Saving CeeCee Honeycutt,Beth Hoffman,3.94,863, fiction,266, historical-fiction,231, chick-lit,145, southern,109, coming-of-age,102, adult-fiction
18048577,      Fallen Too Far,Abbi Glines,4.18,2179, romance,1967, new-adult,789, contemporary,500, contemporary-romance,367, young-adult,189, chick-lit
16053586,      The Girl You Left Behind,Jojo Moyes,3.99,1373, historical-fiction,923, fiction,663, romance,298, chick-lit,294, historical,179, contemporary
20608323,      Cruel Beauty,Rosamund Hodge,3.7,4498, fantasy,2480, young-adult,1885, romance,1262, retellings,717, fairy-tales,625, mythology
22529351,      The Assassins Blade,Sarah J. Maas,4.39,5342, fantasy,2202, young-adult,773, romance,453, young-adult-fantasy,428, fiction,397, short-stories
11335538,      Forbidden,Tabitha Suzuma,4.03,1296, young-adult,1196, romance,921, contemporary,269, fiction,187, realistic-fiction,167, new-adult
10795995,      Proibito,Lorenzo Borgotallo,4.03,1298, young-adult,1197, romance,923, contemporary,269, fiction,187, realistic-fiction,167, new-adult
24367204,      Why Not Me?,Mindy Kaling,3.9,2906, non-fiction,1691, memoir,1552, humor,1061, audiobook,563, biography,368, comedy
17415932,      NOS4R2,Joe Hill,4.07,4964, horror,1178, fiction,865, fantasy,547, thriller,361, audiobook,288, paranormal
18194830,      En la isla,Tracey Garvis Graves,4.12,1649, romance,604, contemporary,423, contemporary-romance,380, fiction,317, chick-lit,293, new-adult
6589085,      Anansi Boys,Neil Gaiman,4.02,8194, fantasy,2915, fiction,1006, urban-fantasy,688, mythology,495, audiobook,429, science-fiction-fantasy
12586192,      On the Island,Tracey Garvis Graves,4.12,1648, romance,604, contemporary,423, contemporary-romance,380, fiction,317, chick-lit,293, new-adult
762635,      Macbeth,William Shakespeare,3.9,16800, classics,8624, plays,3803, fiction,2646, drama,2317, school,1144, literature
32822135,      Archers Voice,Mia Sheridan,4.39,2064, romance,1082, new-adult,791, contemporary,647, contemporary-romance,198, adult,154, disability
1411622,      Beloved,Toni Morrison,3.87,5968, fiction,4211, classics,2564, historical-fiction,927, magical-realism,686, literature,588, african-american
23346977,      A Spool of Blue Thread,Anne Tyler,3.42,1390, fiction,199, contemporary,188, audiobook,180, literary-fiction,117, family,114, adult-fiction
10941517,      The Hiding Place,John Sherrill,4.42,2371, non-fiction,1406, biography,1222, history,1056, christian,744, classics,730, memoir
1140966,      The Brothers Karamazov,David Magarshack,4.32,8053, classics,5778, fiction,1616, russia,1296, literature,1181, russian-literature,979, philosophy
22050093,      The Slow Regard of Silent Things,Patrick Rothfuss,3.9,5979, fantasy,868, fiction,205, short-stories,201, high-fantasy,188, novella,180, epic-fantasy
22718798,      The Kiss of Deception,Mary E. Pearson,3.99,4958, fantasy,2256, young-adult,1424, romance,472, young-adult-fantasy,319, fiction,292, high-fantasy
12962711,      The Five Love Languages: The Secret to Love that Lasts,Gary Chapman,4.25,2464, non-fiction,1787, self-help,1090, relationships,859, psychology,805, marriage,771, christian
9637316,      The Sky Is Everywhere,Jandy Nelson,3.99,2408, young-adult,1369, contemporary,1217, romance,478, fiction,325, realistic-fiction,190, young-adult-contemporary
1658408,      Dunia Sophie,Jostein Gaarder,3.93,5103, philosophy,3007, fiction,569, classics,516, young-adult,400, novels,351, fantasy
18400321,      Io non sono Mara Dyer,Egle Costantino,4.28,1627, young-adult,1084, paranormal,901, fantasy,734, romance,414, mystery,221, supernatural
247922,      Molokai,Alan Brennert,4.17,2565, historical-fiction,1119, fiction,376, historical,201, book-club,110, adult-fiction,101, adult
7791582,      Hex Hall,Rachel Hawkins,3.93,2904, young-adult,2734, fantasy,1736, paranormal,965, magic,807, romance,772, vampires
35120530,      I Know This Much Is True,Wally Lamb,4.19,2431, fiction,266, contemporary,142, novels,132, literary-fiction,122, adult-fiction,107, mental-illness
18746889,      Madame Bovary,Gustave Flaubert,3.68,9281, classics,3854, fiction,1281, france,802, literature,708, french-literature,612, romance
437149,      American Psycho,Bret Easton Ellis,3.82,3809, fiction,2460, horror,955, thriller,932, classics,525, crime,432, contemporary
20588640,"      Not That Kind of Girl: A Young Woman Tells You What Shes ""Learned""",Lena Dunham,3.29,1226, memoir,507, non-fiction,495, feminism,424, humor,335, audiobook,320, essays
21471307,      Let It Snow,Lauren Myracle,3.76,2250, young-adult,1494, romance,1137, contemporary,836, christmas,600, fiction,577, short-stories
22035595,      De boekenapotheek aan de Seine,Roelof Posthuma,3.51,1781, fiction,486, romance,482, books-about-books,327, france,318, contemporary,161, adult
26026110,      I Let You Go,Steven Crossley,4.06,1066, mystery,949, thriller,890, fiction,441, mystery-thriller,320, crime,277, suspense
8122314,      Still Life,Louise Penny,3.88,4793, mystery,1589, fiction,506, crime,445, mystery-thriller,430, canada,383, audiobook
20790508,      Words of Radiance,Kate Reading,4.75,9250, fantasy,872, fiction,787, epic-fantasy,462, high-fantasy,306, audiobook,225, magic
22895268,      The Book of Life,Jennifer Ikeda,4.17,3456, fantasy,1110, fiction,951, romance,910, paranormal,686, vampires,536, witches
11125,      Digital Fortress,Dan Brown,3.66,4251, fiction,2922, thriller,1896, mystery,649, suspense,476, crime,472, mystery-thriller
6026313,      Fortaleza Digital,Mário Dias Correia,3.66,4250, fiction,2921, thriller,1895, mystery,649, suspense,476, crime,472, mystery-thriller
25217322,      Seveneves,Will Damron,3.98,2757, science-fiction,1538, fiction,277, post-apocalyptic,201, science-fiction-fantasy,187, audiobook,157, space
10956,      The Virgin Suicides,Jeffrey Eugenides,3.82,3642, fiction,772, contemporary,677, classics,641, young-adult,346, literary-fiction,293, coming-of-age
910368,      Kitchen Confidential,Anthony Bourdain,4.08,3793, non-fiction,2081, food,1781, memoir,1048, biography,676, cooking,465, audiobook
16077272,      The Master and Margarita,Ellendea Proffer,4.29,4886, classics,4694, fiction,1729, russia,1550, fantasy,1060, russian-literature,1003, magical-realism
15785457,      Breakfast at Tiffanys,Truman Capote,3.88,5060, classics,3425, fiction,937, short-stories,355, romance,347, american,342, literature
8155907,      The Time Machine,H.G. Wells,3.89,8654, classics,6923, science-fiction,3979, fiction,1388, time-travel,1071, fantasy,567, dystopia
17449042,      Wait for You,Jennifer L. Armentrout,4.17,2504, new-adult,2453, romance,1009, contemporary,590, college,502, contemporary-romance,336, young-adult
26157005,      The Grownup,Gillian Flynn,3.57,1320, fiction,1270, short-stories,895, horror,861, thriller,776, mystery,363, mystery-thriller
9409458,      Forever,Maggie Stiefvater,3.9,2409, young-adult,1894, fantasy,1171, romance,1105, paranormal,828, werewolves,358, fiction
9223873,      The Zookeepers Wife,Diane Ackerman,3.47,1463, non-fiction,913, history,380, world-war-ii,314, holocaust,278, historical,266, biography
15780558,      The Diviners,Libba Bray,3.95,3973, fantasy,3476, young-adult,2951, historical-fiction,1644, paranormal,1424, mystery,1031, historical
16046420,      La stella nera di New York,Donatella Rizzati,3.95,3975, fantasy,3477, young-adult,2951, historical-fiction,1644, paranormal,1425, mystery,1031, historical
13258281,      Finale,Becca Fitzpatrick,4.18,1550, young-adult,1390, fantasy,1086, angels,1017, romance,950, paranormal,344, paranormal-romance
15326588,      Pushing the Limits,Katie McGarry,4.06,2096, romance,2063, young-adult,1337, contemporary,496, new-adult,320, contemporary-romance,262, high-school
3720975,      Handle with Care,Jodi Picoult,3.98,1109, fiction,224, contemporary,190, chick-lit,147, adult-fiction,134, drama,127, adult
12091244,      How to Be a Woman,Caitlin Moran,3.73,2941, non-fiction,1847, feminism,1025, memoir,673, humor,458, biography,221, audiobook
2967050,      The Truth about Forever,Sarah Dessen,4.12,3413, young-adult,1932, romance,1347, contemporary,657, fiction,530, chick-lit,434, realistic-fiction
14781675,      I Am Pilgrim (Pilgrim  #1),Terry Hayes,4.25,1082, thriller,986, fiction,455, mystery,366, crime,186, mystery-thriller,130, suspense
34357438,      Lincoln in the Bardo,George Saunders,3.75,3135, fiction,2618, historical-fiction,654, audiobook,536, fantasy,413, historical,409, literary-fiction
25111114,      The Boston Girl,Anita Diamant,3.81,1308, historical-fiction,956, fiction,177, audiobook,168, historical,119, adult-fiction,105, book-club
11621048,      Unearthly,Cynthia Hand,4.02,2328, young-adult,1959, fantasy,1855, angels,1596, paranormal,1191, romance,462, paranormal-romance
10876214,      Blood Meridian  or the Evening Redness in the West,Cormac McCarthy,4.17,3288, fiction,1020, historical-fiction,985, westerns,537, classics,449, literature,346, novels
19621512,      David and Goliath: Underdogs  Misfits  and the Art of Battling Giants,Malcolm Gladwell,3.95,3267, non-fiction,1038, psychology,663, business,359, audiobook,300, self-help,279, sociology
13425383,      The Shoemakers Wife,Adriana Trigiani,3.99,1312, historical-fiction,686, fiction,306, romance,176, historical,130, italy,90, adult-fiction
6497520,      Julie and Julia: My Year of Cooking Dangerously,Julie Powell,3.71,1492, non-fiction,1018, memoir,846, food,333, cooking,301, biography,188, chick-lit
16179275,      Just One Day,Gayle Forman,4,1852, young-adult,1535, romance,1333, contemporary,393, fiction,303, new-adult,244, realistic-fiction
8195411,      Sh*t My Dad Says,Justin Halpern,3.98,1650, humor,1564, non-fiction,482, memoir,365, comedy,248, biography,145, audiobook
12426027,      Stolen,Lucy Christopher,3.91,1719, young-adult,813, contemporary,428, fiction,412, romance,298, realistic-fiction,184, thriller
19235201,      Teufelszeug,Hannes Riffel,3.92,3815, horror,1152, fiction,946, fantasy,382, thriller,374, mystery,235, supernatural
6070930,      Just Listen,Sarah Dessen,4.06,3350, young-adult,1829, romance,1354, contemporary,621, fiction,484, realistic-fiction,444, chick-lit
24581,      The Adventures of Tom Sawyer,Scott McKowen,3.91,14524, classics,5997, fiction,1340, adventure,1234, young-adult,1172, historical-fiction,938, literature
133599,      A Farewell to Arms,Ernest Hemingway,3.81,6590, classics,4460, fiction,972, historical-fiction,907, war,855, literature,443, novels
7723762,      Specials,Scott Westerfeld,3.76,3721, young-adult,2304, dystopia,1525, science-fiction,891, fiction,805, fantasy,340, romance
774157,      A Fine Balance,Rohinton Mistry,4.34,2222, fiction,997, india,925, historical-fiction,182, canada,170, indian-literature,165, asia
18811235,      The Lowland,Jhumpa Lahiri,3.84,1766, fiction,535, india,425, historical-fiction,203, literary-fiction,118, novels,114, contemporary
17284797,      Stoner,Bernhard Robben,4.29,2308, fiction,1207, classics,323, literature,295, novels,255, american,208, historical-fiction
7848747,      Torment,Lauren Kate,3.87,2393, young-adult,1928, fantasy,1456, angels,1251, romance,1240, paranormal,444, paranormal-romance
3168250,      The Alchemyst,Michael Scott,3.84,4510, fantasy,2057, young-adult,832, fiction,593, magic,440, mythology,440, adventure
9817761,      One Thousand White Women: The Journals of May Dodd,Laura Hick,3.88,1838, historical-fiction,803, fiction,264, historical,191, book-club,112, westerns,92, adult
17027880,      Crazy Rich Asians,Kevin Kwan,3.85,4482, fiction,2500, romance,2080, contemporary,1130, chick-lit,840, audiobook,718, adult
1486923,      The House on Mango Street,Sandra Cisneros,3.66,2548, fiction,1187, young-adult,1157, classics,690, short-stories,515, school,267, coming-of-age
20587967,      These Broken Stars,Sarge Anton,3.91,2193, young-adult,2050, science-fiction,1470, romance,985, fantasy,409, dystopia,287, fiction
12680907,      Bitterblue,Kristin Cashore,3.99,5605, fantasy,2643, young-adult,584, romance,532, fiction,374, young-adult-fantasy,305, high-fantasy
877978,      Snow Crash,Neal Stephenson,4.02,5012, science-fiction,3014, fiction,1813, cyberpunk,435, science-fiction-fantasy,376, dystopia,373, fantasy
22061527,      The Paying Guests,Sarah Waters,3.43,1753, historical-fiction,1363, fiction,399, lgbt,363, historical,276, romance,192, queer
24318901,      Im Westen nichts Neues,Erich Maria Remarque,3.99,6513, classics,4455, fiction,3087, historical-fiction,1985, war,734, historical,673, literature
1223951,      The Two Towers,J.R.R. Tolkien,4.44,29122, fantasy,7038, fiction,6910, classics,1435, adventure,1006, science-fiction-fantasy,956, high-fantasy
75786,      Infinite Jest,Dave Eggers,4.28,4001, fiction,683, classics,436, literature,403, novels,319, contemporary,291, humor
11483885,      Leviathan Wakes,James S.A. Corey,4.25,5675, science-fiction,1890, fiction,910, space-opera,365, space,333, science-fiction-fantasy,296, audiobook
676736,      Mansfield Park ,Jane Austen,3.86,13180, classics,3432, fiction,2271, romance,751, historical-fiction,651, literature,464, 19th-century
18215402,      World After,Caitlin Davies,4.18,2197, fantasy,2074, young-adult,1383, angels,1152, dystopia,1076, paranormal,775, romance
870950,      Rich Dad  Poor Dad: What the Rich Teach Their Kids about Money--That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.08,2535, business,2058, non-fiction,1945, finance,1343, self-help,530, personal-finance,463, money
28439733,      At the Waters Edge,Justine Eyre,3.66,1709, historical-fiction,921, fiction,312, romance,255, historical,182, audiobook,180, scotland
11518824,      The Dovekeepers,Alice Hoffman,4.04,2035, historical-fiction,932, fiction,307, historical,199, magical-realism,101, book-club,94, adult-fiction
22926734,      Gray Mountain,Catherine Taber,3.59,851, fiction,285, mystery,212, thriller,145, legal-thriller,110, audiobook,81, crime
3247016,      The House at Riverton,Caroline  Lee,3.94,1902, historical-fiction,1305, fiction,714, mystery,402, historical,278, romance,164, gothic
8145235,      The Likeness,Tana French,4.05,2987, mystery,1488, fiction,730, crime,622, thriller,582, mystery-thriller,374, ireland
8503590,      Zeitoun,Dave Eggers,4.05,1442, non-fiction,375, biography,258, history,150, memoir,100, biography-memoir,88, book-club
11190295,      We Have Always Lived in the Castle,Shirley Jackson,3.98,4681, horror,3172, fiction,2845, classics,1427, gothic,1237, mystery,462, audiobook
8563761,      A Study in Scarlet,Arthur Conan Doyle,4.16,6767, classics,5593, mystery,3085, fiction,1558, crime,651, detective,457, mystery-thriller
7530290,      The Lacuna,Barbara Kingsolver,3.78,1362, fiction,822, historical-fiction,123, historical,107, novels,93, literary-fiction,75, art
972806,      P.S.  I Love You,Cecelia Ahern,4.02,2317, romance,1725, chick-lit,1271, fiction,569, contemporary,227, adult,167, contemporary-romance
23131088,      Nimona,Noelle Stevenson,4.15,5879, graphic-novels,4107, fantasy,2225, comics,1677, young-adult,725, fiction,495, graphic-novels-comics
33290550,      Norse Mythology,Neil Gaiman,4.08,6327, fantasy,4120, mythology,2987, fiction,1377, audiobook,1268, short-stories,309, classics
18655907,      Bird Box,Cassandra Campbell,4.01,4853, horror,1592, fiction,1205, thriller,587, dystopia,547, mystery,449, science-fiction
1406395,      Old Mans War,John Scalzi,4.21,4961, science-fiction,1410, fiction,413, space-opera,307, military-fiction,289, science-fiction-fantasy,274, war
4583,      Everything Is Illuminated,Jonathan Safran Foer,3.89,3295, fiction,688, historical-fiction,483, contemporary,303, novels,217, literature,189, literary-fiction
4014644,      Alles ist erleuchtet,Dirk van Gunsteren,3.89,3296, fiction,688, historical-fiction,483, contemporary,303, novels,217, literature,189, literary-fiction
11329900,      The Sisters Brothers,Patrick deWitt,3.84,1972, fiction,1168, westerns,1077, historical-fiction,254, historical,229, canada,182, humor
11252905,      Swamplandia!,Karen Russell,3.27,1556, fiction,291, magical-realism,178, fantasy,161, literary-fiction,157, contemporary,137, novels
16054806,      Seraphina,Rachel Hartman,3.94,6677, fantasy,2838, young-adult,1582, dragons,650, romance,646, fiction,391, young-adult-fantasy
11279159,      In Defense of Food: An Eaters Manifesto,Michael Pollan,4.07,3253, non-fiction,2346, food,961, health,449, science,354, nutrition,182, audiobook
1608601,      Unaccustomed Earth,Jhumpa Lahiri,4.1,1698, fiction,1626, short-stories,404, india,163, contemporary,132, literary-fiction,87, literature
17786997,      Real,Katy Evans,4.19,1311, romance,796, new-adult,472, contemporary,439, contemporary-romance,416, sports,280, fighters
29453805,      A Gathering of Shadows,Kate Reading,4.26,7800, fantasy,992, young-adult,943, fiction,808, magic,570, adult,346, lgbt
2842717,      The Call of the Wild,Jack London,3.87,8160, classics,4433, fiction,1234, adventure,921, young-adult,883, animals,628, historical-fiction
13147113,      Edenbrooke,Julianne Donaldson,4.33,1242, romance,823, historical-fiction,485, historical-romance,361, historical,356, fiction,308, regency
26078192,      Finding Audrey,Gemma Whelan,3.77,1678, young-adult,1239, contemporary,563, romance,534, fiction,402, mental-health,347, chick-lit
13425558,      American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,John Pruden,4,1209, non-fiction,779, biography,698, military-fiction,396, history,394, war,246, memoir
18754949,      O Manipulador,Ana Mendes Lopes,3.83,964, fiction,446, mystery,343, thriller,210, crime,159, legal-thriller,119, suspense
3013824,      The God Delusion,Lalla Ward,3.9,5339, non-fiction,2898, religion,2429, science,2178, philosophy,1003, atheism,176, audiobook
16038046,      Winter of the World,Ken Follett,4.34,2719, historical-fiction,1020, fiction,351, historical,144, audiobook,130, war,122, world-war-ii
6984174,      Remember Me? ,Sophie Kinsella,3.78,3173, chick-lit,1290, romance,992, fiction,512, contemporary,233, adult,213, humor
17853114,      The Bone Season,Samantha Shannon,3.77,3209, fantasy,1015, young-adult,750, dystopia,598, fiction,503, paranormal,500, science-fiction
822560,      The Joy Luck Club,Amy Tan,3.93,5891, fiction,1582, historical-fiction,1422, classics,643, china,609, contemporary,387, adult-fiction
465543,      Fun Home: A Family Tragicomic,Alison Bechdel,4.07,5303, graphic-novels,2301, memoir,2174, comics,1926, non-fiction,1327, lgbt,780, queer
531350,      The Choice,Nicholas Sparks,4,1636, romance,759, fiction,343, chick-lit,225, contemporary,155, adult,122, adult-fiction
466389,      Tess of the d Urbevilles: A Pure Woman Faithfully Presented,Thomas Hardy,3.8,9303, classics,2972, fiction,664, romance,604, literature,478, historical-fiction,447, 19th-century
9810337,      The Undomestic Goddess,Rosalyn Landor,3.84,3512, chick-lit,1446, romance,1152, fiction,622, contemporary,349, humor,244, adult
222912,      The Return of the King,J.R.R. Tolkien,4.53,27792, fantasy,6782, fiction,6498, classics,1358, adventure,972, science-fiction-fantasy,919, high-fantasy
27877139,      Misery,Stephen King,4.17,8249, horror,3131, fiction,1697, thriller,454, suspense,430, mystery,281, novels
29480865,      All the Ugly and Wonderful Things,Bryn Greenwood,4.04,1521, fiction,696, contemporary,602, romance,246, adult,154, adult-fiction,123, literary-fiction
1544143,      Revolusi Iran: Dongeng Seorang Anak,Marjane Satrapi,4.25,4909, graphic-novels,2055, non-fiction,1665, memoir,1615, comics,743, biography,647, history
6088007,      Neuromancer,William Gibson,3.9,6680, science-fiction,3490, fiction,2384, cyberpunk,527, classics,511, science-fiction-fantasy,472, dystopia
13500904,      Neuromantul,Mihai-Dan Pavelescu,3.9,6678, science-fiction,3492, fiction,2387, cyberpunk,528, classics,511, science-fiction-fantasy,472, dystopia
1835714,      Midnight in the Garden of Good and Evil,Jeff Woodman,3.92,3270, non-fiction,1515, true-crime,1160, mystery,532, crime,427, history,234, southern
17667235,      Origin,Jennifer L. Armentrout,4.37,1462, young-adult,1211, paranormal,1091, romance,1007, fantasy,934, aliens,548, science-fiction
24683129,      Morning Star,Pierce Brown,4.48,2370, science-fiction,1114, fantasy,859, fiction,741, dystopia,636, young-adult,258, audiobook
1022366,      Id Tell You I Love You  But Then Id Have to Kill You,Renée Raudman,3.83,2427, young-adult,986, romance,665, mystery,625, contemporary,548, fiction,358, espionage
13078298,      The Twelve,Justin Cronin,4.01,1403, horror,965, fiction,711, fantasy,676, science-fiction,515, post-apocalyptic,401, vampires
2000265,      What Is the What,Dave Eggers,4.14,1162, fiction,585, africa,310, historical-fiction,169, war,125, contemporary,121, sudan
1271560,      For One More Day,Mitch Albom,4.1,1261, fiction,330, inspirational,168, contemporary,107, adult-fiction,102, adult,96, novels
1809778,      Kolor magii,Piotr W. Cholewa,3.99,14842, fantasy,3032, fiction,2235, humor,723, comedy,509, science-fiction-fantasy,426, science-fiction
578378,      Como agua para chocolate,Laura Esquivel,3.95,3085, fiction,1367, romance,1359, magical-realism,752, historical-fiction,593, classics,476, fantasy
16300431,      The End of Your Life Book Club,Will Schwalbe,3.8,1090, non-fiction,741, memoir,355, books-about-books,234, biography,129, biography-memoir,102, audiobook
17875416,      I Capture the Castle,Dodie Smith,4,2359, classics,2287, fiction,1232, young-adult,966, historical-fiction,719, romance,340, coming-of-age
4804840,      Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,3923, philosophy,1899, fiction,685, classics,412, spirituality,351, travel,262, psychology
17737046,      The Luminaries,Eleanor Catton,3.72,1861, fiction,1696, historical-fiction,614, mystery,334, historical,232, literary-fiction,127, literature
8575909,      The Importance of Being Earnest,Oscar Wilde,4.18,8628, classics,5148, plays,2761, fiction,1303, drama,1174, humor,579, literature
40173,      Are You There  Vodka? Its Me  Chelsea,Chelsea Handler,3.84,1122, humor,1000, non-fiction,590, memoir,432, comedy,260, biography,129, autobiography
6365288,      Elantris,Brandon Sanderson,4.18,9865, fantasy,989, fiction,464, epic-fantasy,436, high-fantasy,291, adult,240, audiobook
16086645,      Losing It,Cora Carmack,3.74,2166, romance,2099, new-adult,869, contemporary,452, contemporary-romance,392, college,266, chick-lit
13541953,      Speaker for the Dead,Don Schlossman,4.07,5447, science-fiction,2083, fiction,651, fantasy,552, science-fiction-fantasy,396, young-adult,196, audiobook
3996063,      Leggere Lolita a Teheran,Roberto Serrai,3.61,2681, non-fiction,1431, memoir,496, biography,423, iran,366, books-about-books,312, feminism
25265014,      Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.92,2992, non-fiction,1461, self-help,657, writing,488, audiobook,378, personal-development,261, art
17661625,      Susurros,P. Zumalacárregui Brotons,3.92,2451, fantasy,1556, young-adult,737, retellings,692, romance,273, magic,254, fairy-tales
35493170,      Same Kind of Different As Me: A Modern-Day Slave  an International Art Dealer  and the Unlikely Woman Who Bound Them Together,Ron Hall,4.2,797, non-fiction,351, memoir,264, christian,242, biography,134, inspirational,92, book-club
7419905,      Something Blue,Emily Giffin,3.93,2125, chick-lit,855, fiction,826, romance,216, contemporary,143, adult,130, adult-fiction
10800703,      Cuaderno para dos,David Levithan,3.78,2187, young-adult,1322, romance,1184, contemporary,584, christmas,447, fiction,249, realistic-fiction
7978958,      Beautiful Darkness,Margaret Stohl,3.83,2196, young-adult,2115, fantasy,1000, paranormal,817, romance,452, magic,411, fiction
12193976,      The Art of War,Sun Tzu,3.97,4639, non-fiction,4558, classics,3939, philosophy,1988, history,1028, war,942, business
8524945,      Moon Called,Patricia Briggs,4.15,4900, urban-fantasy,3724, fantasy,2650, paranormal,1200, vampires,1109, romance,1058, werewolves
10763974,      Heart-Shaped Box,Joe Hill,3.84,4854, horror,1132, fiction,430, thriller,387, paranormal,277, fantasy,269, ghosts
13146186,      Beauty Queens,Libba Bray,3.62,2201, young-adult,772, contemporary,711, humor,634, fiction,463, lgbt,370, audiobook
1455231,      Wicked Lovely,Melissa Marr,3.69,3517, fantasy,3224, young-adult,1130, romance,1066, paranormal,857, urban-fantasy,648, fairies
34845512,      The Vegetarian,Han Kang,3.59,2575, fiction,739, contemporary,432, literary-fiction,271, asia,227, horror,195, novels
46750,      Mrs Dalloway,Virginia Woolf,3.79,7780, classics,4233, fiction,683, literature,496, novels,439, british-literature,402, feminism
28514030,      Liefdesbrieven aan de sterren,Ava Dellaira,3.8,1555, young-adult,959, contemporary,417, fiction,405, romance,215, realistic-fiction,113, death
6637864,      The Book of Lost Things,John Connolly,3.94,3732, fantasy,1438, fiction,879, young-adult,445, horror,351, fairy-tales,284, books-about-books
393309,      My Life in France,Flo Salant Greenberg,4.15,484, non-fiction,469, memoir,257, food,247, biography,176, france,131, travel
5419,      Salems Lot,Stephen King,4.03,9087, horror,2538, fiction,1156, vampires,764, fantasy,497, thriller,443, paranormal
336530,      Sisterhood of the Traveling Pants,Ann Brashares,3.8,5273, young-adult,1832, fiction,1168, chick-lit,1022, contemporary,763, romance,507, teen
9007948,      The Year Of The Flood,Margaret Atwood,4.05,2112, fiction,1594, science-fiction,1093, dystopia,457, post-apocalyptic,322, fantasy,314, canada
18700870,      Making Faces,Amy Harmon,4.32,1378, romance,683, contemporary,428, young-adult,337, contemporary-romance,290, military-fiction,194, fiction
4631,      A Moveable Feast,Ernest Hemingway,4.03,2224, classics,1302, non-fiction,981, memoir,484, biography,368, france,351, travel
17256270,      The Aviators Wife,Melanie Benjamin,3.9,470, historical-fiction,143, fiction,112, audiobook,94, adult-fiction,55, adult,32, historical
76680,      Foundation,Isaac Asimov,4.17,8782, science-fiction,3603, fiction,1523, classics,576, science-fiction-fantasy,397, fantasy,286, space-opera
17899354,      Why We Broke Up,Maira Kalman,3.47,1392, young-adult,660, romance,589, contemporary,445, fiction,235, realistic-fiction,132, teen
